kep1_signer1_rep1_glosses/glosses0000 | ΓΕΙΑ
kep1_signer1_rep1_glosses/glosses0043 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep1_glosses/glosses0044 | ΔΕΝ_ΕΧΩ
kep1_signer1_rep1_glosses/glosses0045 | ΔΕΝ_ΠΕΙΡΑΖΕΙ
kep1_signer1_rep1_glosses/glosses0046 | ΕΓΩ
kep1_signer1_rep1_glosses/glosses0047 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep1_glosses/glosses0048 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep1_glosses/glosses0049 | ΠΟΛΥ
kep1_signer1_rep1_glosses/glosses0050 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep1_glosses/glosses0051 | ΠΟΛΥ
kep1_signer1_rep1_glosses/glosses0052 | ΕΓΩ
kep1_signer1_rep1_glosses/glosses0053 | ΘΕΛΩ
kep1_signer1_rep1_glosses/glosses0054 | ΣΥΝ
kep1_signer1_rep1_glosses/glosses0055 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep1_glosses/glosses0056 | ΕΞΟΦΛΗΣΗ
kep1_signer1_rep1_glosses/glosses0057 | ΤΕΛΗ_ΚΥΚΛΟΦΟΡΙΑΣ
kep1_signer1_rep1_glosses/glosses0058 | ΕΦΟΡΙΑ
kep1_signer1_rep1_glosses/glosses0059 | ΕΚΕΙ
kep1_signer1_rep1_glosses/glosses0060 | ΕΓΩ
kep1_signer1_rep1_glosses/glosses0061 | ΑΥΡΙΟ
kep1_signer1_rep1_glosses/glosses0062 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep1_glosses/glosses0063 | ΕΓΩ_ΦΕΡΝΩ_ΕΣΕΝΑ
kep1_signer1_rep1_glosses/glosses0064 | ΕΣΥ
kep1_signer1_rep1_glosses/glosses0065 | ΠΡΕΠΕΙ
kep1_signer1_rep1_glosses/glosses0066 | ΠΛΗΡΩΝΩ
kep1_signer1_rep1_glosses/glosses0067 | ΓΙΑ
kep1_signer1_rep1_glosses/glosses0068 | ΟΝΟΜΑ
kep1_signer1_rep1_glosses/glosses0069 | ΜΕΤΑΦΟΡΑ
kep1_signer1_rep1_glosses/glosses0070 | ΕΣΥ
kep1_signer1_rep1_glosses/glosses0071 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep1_glosses/glosses0072 | ΠΟΣΟ;
kep1_signer1_rep1_glosses/glosses0073 | ΚΥΒΙΚΑ
kep1_signer1_rep1_glosses/glosses0074 | 1000
kep1_signer1_rep1_glosses/glosses0075 | 200
kep1_signer1_rep1_glosses/glosses0076 | ΕΣΥ
kep1_signer1_rep1_glosses/glosses0077 | ΠΡΕΠΕΙ
kep1_signer1_rep1_glosses/glosses0078 | ΠΛΗΡΩΝΩ
kep1_signer1_rep1_glosses/glosses0079 | ΠΑΡΑΒΟΛΟ
kep1_signer1_rep1_glosses/glosses0080 | 60
kep1_signer1_rep1_glosses/glosses0081 | ΕΥΡΩ
kep1_signer1_rep1_glosses/glosses0082 | ΠΑΡΑΒΟΛΟ
kep1_signer1_rep1_glosses/glosses0083 | ΕΓΩ
kep1_signer1_rep1_glosses/glosses0084 | ΠΛΗΡΩΝΩ
kep1_signer1_rep1_glosses/glosses0085 | ???
kep1_signer1_rep1_glosses/glosses0086 | ΤΡΑΠΕΖΑ
kep1_signer1_rep1_glosses/glosses0087 | ΕΚΕΙ
kep1_signer1_rep1_glosses/glosses0088 | ΕΝΤΑΞΕΙ
kep1_signer1_rep1_glosses/glosses0089 | ΕΓΩ
kep1_signer1_rep1_glosses/glosses0090 | ΑΥΡΙΟ
kep1_signer1_rep1_glosses/glosses0091 | ΠΛΗΡΩΝΩ
kep1_signer1_rep1_glosses/glosses0092 | ΚΑΛΟ
kep1_signer1_rep1_glosses/glosses0093 | ΕΓΩ
kep1_signer1_rep1_glosses/glosses0094 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep1_glosses/glosses0095 | ΤΙΠΟΤΑ
kep1_signer1_rep1_glosses/glosses0096 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep1_glosses/glosses0097 | ΠΟΛΥ
kep1_signer1_rep1_glosses/glosses0098 | ΚΑΛΟ
kep1_signer1_rep1_glosses/glosses0099 | ΣΥΝΕΧΕΙΑ
kep1_signer1_rep2_glosses/glosses0000 | ΓΕΙΑ
kep1_signer1_rep2_glosses/glosses0001 | ΓΕΙΑ
kep1_signer1_rep2_glosses/glosses0002 | ΕΣΥ
kep1_signer1_rep2_glosses/glosses0003 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep2_glosses/glosses0004 | ΒΟΗΘΕΙΑ
kep1_signer1_rep2_glosses/glosses0005 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0006 | ΘΕΛΩ
kep1_signer1_rep2_glosses/glosses0007 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep2_glosses/glosses0008 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0009 | ΟΝΟΜΑ
kep1_signer1_rep2_glosses/glosses0010 | ΜΕΤΑΦΟΡΑ
kep1_signer1_rep2_glosses/glosses0011 | ΠΟΙΟΣ;
kep1_signer1_rep2_glosses/glosses0012 | ΚΑΙΝΟΥΡΙΟ
kep1_signer1_rep2_glosses/glosses0013 | ΙΔΙΟΚΤΗΤΗΣ
kep1_signer1_rep2_glosses/glosses0014 | ΑΝΔΡΑΣ
kep1_signer1_rep2_glosses/glosses0015 | ΓΕΝΝΩ
kep1_signer1_rep2_glosses/glosses0016 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0017 | ΕΣΕΙΣ_ΟΙ_ΔΥΟ
kep1_signer1_rep2_glosses/glosses0018 | ΜΑΖΙ
kep1_signer1_rep2_glosses/glosses0019 | ΕΡΧΟΜΑΙ_ΣΕ_ΜΕΝΑ
kep1_signer1_rep2_glosses/glosses0020 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0021 | ΕΧΩ
kep1_signer1_rep2_glosses/glosses0022 | ΕΥΘΥΝΗ
kep1_signer1_rep2_glosses/glosses0023 | ΥΠΟΓΡΑΦΗ
kep1_signer1_rep2_glosses/glosses0024 | ΑΝΑΘΕΤΩ
kep1_signer1_rep2_glosses/glosses0025 | ΕΣΥ
kep1_signer1_rep2_glosses/glosses0026 | ΑΔΕΙΑ
kep1_signer1_rep2_glosses/glosses0027 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep2_glosses/glosses0028 | ΣΥΝ
kep1_signer1_rep2_glosses/glosses0029 | ΚΤΕΟ
kep1_signer1_rep2_glosses/glosses0030 | ΕΧΩ
kep1_signer1_rep2_glosses/glosses0031 | ΕΣΥ
kep1_signer1_rep2_glosses/glosses0032 | ΝΑΙ
kep1_signer1_rep2_glosses/glosses0033 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0034 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep2_glosses/glosses0035 | ΤΑΥΤΟΤΗΤΑ
kep1_signer1_rep2_glosses/glosses0036 | ΔΙΚΟ_ΣΟΥ
kep1_signer1_rep2_glosses/glosses0037 | ΣΥΝ
kep1_signer1_rep2_glosses/glosses0038 | 1
kep1_signer1_rep2_glosses/glosses0039 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep2_glosses/glosses0040 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0041 | ΤΑΥΤΟΤΗΤΑ
kep1_signer1_rep2_glosses/glosses0042 | ΕΧΩ
kep1_signer1_rep2_glosses/glosses0043 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep2_glosses/glosses0044 | ΔΕΝ_ΕΧΩ
kep1_signer1_rep2_glosses/glosses0045 | ΔΕΝ_ΠΕΙΡΑΖΕΙ
kep1_signer1_rep2_glosses/glosses0046 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0047 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep2_glosses/glosses0048 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep2_glosses/glosses0049 | ΠΟΛΥ
kep1_signer1_rep2_glosses/glosses0050 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep2_glosses/glosses0051 | ΠΟΛΥ
kep1_signer1_rep2_glosses/glosses0052 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0053 | ΘΕΛΩ
kep1_signer1_rep2_glosses/glosses0054 | ΣΥΝ
kep1_signer1_rep2_glosses/glosses0055 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep2_glosses/glosses0056 | ΕΞΟΦΛΗΣΗ
kep1_signer1_rep2_glosses/glosses0057 | ΤΕΛΗ_ΚΥΚΛΟΦΟΡΙΑΣ
kep1_signer1_rep2_glosses/glosses0058 | ΕΦΟΡΙΑ
kep1_signer1_rep2_glosses/glosses0059 | ΕΚΕΙ
kep1_signer1_rep2_glosses/glosses0060 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0061 | ΑΥΡΙΟ
kep1_signer1_rep2_glosses/glosses0062 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep2_glosses/glosses0063 | ΕΓΩ_ΦΕΡΝΩ_ΕΣΕΝΑ
kep1_signer1_rep2_glosses/glosses0064 | ΕΣΥ
kep1_signer1_rep2_glosses/glosses0065 | ΠΡΕΠΕΙ
kep1_signer1_rep2_glosses/glosses0066 | ΠΛΗΡΩΝΩ
kep1_signer1_rep2_glosses/glosses0067 | ΓΙΑ
kep1_signer1_rep2_glosses/glosses0068 | ΟΝΟΜΑ
kep1_signer1_rep2_glosses/glosses0069 | ΜΕΤΑΦΟΡΑ
kep1_signer1_rep2_glosses/glosses0070 | ΕΣΥ
kep1_signer1_rep2_glosses/glosses0071 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep2_glosses/glosses0072 | ΠΟΣΟ;
kep1_signer1_rep2_glosses/glosses0073 | ΚΥΒΙΚΑ
kep1_signer1_rep2_glosses/glosses0074 | 1000
kep1_signer1_rep2_glosses/glosses0075 | 200
kep1_signer1_rep2_glosses/glosses0076 | ΕΣΥ
kep1_signer1_rep2_glosses/glosses0077 | ΠΡΕΠΕΙ
kep1_signer1_rep2_glosses/glosses0078 | ΠΛΗΡΩΝΩ
kep1_signer1_rep2_glosses/glosses0079 | ΠΑΡΑΒΟΛΟ
kep1_signer1_rep2_glosses/glosses0080 | 60
kep1_signer1_rep2_glosses/glosses0081 | ΕΥΡΩ
kep1_signer1_rep2_glosses/glosses0082 | ΠΑΡΑΒΟΛΟ
kep1_signer1_rep2_glosses/glosses0083 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0084 | ΠΛΗΡΩΝΩ
kep1_signer1_rep2_glosses/glosses0085 | ΠΟΥ;
kep1_signer1_rep2_glosses/glosses0086 | ΤΡΑΠΕΖΑ
kep1_signer1_rep2_glosses/glosses0087 | ΕΚΕΙ
kep1_signer1_rep2_glosses/glosses0088 | ΕΝΤΑΞΕΙ
kep1_signer1_rep2_glosses/glosses0089 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0090 | ΑΥΡΙΟ
kep1_signer1_rep2_glosses/glosses0091 | ΠΛΗΡΩΝΩ
kep1_signer1_rep2_glosses/glosses0092 | ΚΑΛΟ
kep1_signer1_rep2_glosses/glosses0093 | ΕΓΩ
kep1_signer1_rep2_glosses/glosses0094 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep2_glosses/glosses0095 | ΤΙΠΟΤΑ
kep1_signer1_rep2_glosses/glosses0096 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep2_glosses/glosses0097 | ΠΟΛΥ
kep1_signer1_rep2_glosses/glosses0098 | ΚΑΛΟ
kep1_signer1_rep2_glosses/glosses0099 | ΣΥΝΕΧΕΙΑ
kep1_signer1_rep4_glosses/glosses0000 | ΓΕΙΑ
kep1_signer1_rep4_glosses/glosses0001 | ΓΕΙΑ
kep1_signer1_rep4_glosses/glosses0002 | ΕΣΥ
kep1_signer1_rep4_glosses/glosses0003 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep4_glosses/glosses0004 | ΒΟΗΘΕΙΑ
kep1_signer1_rep4_glosses/glosses0005 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0006 | ΘΕΛΩ
kep1_signer1_rep4_glosses/glosses0007 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep4_glosses/glosses0008 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0009 | ΟΝΟΜΑ
kep1_signer1_rep4_glosses/glosses0010 | ΜΕΤΑΦΟΡΑ
kep1_signer1_rep4_glosses/glosses0011 | ΠΟΙΟΣ;
kep1_signer1_rep4_glosses/glosses0012 | ΚΑΙΝΟΥΡΙΟ
kep1_signer1_rep4_glosses/glosses0013 | ΙΔΙΟΚΤΗΤΗΣ
kep1_signer1_rep4_glosses/glosses0014 | ΑΝΔΡΑΣ
kep1_signer1_rep4_glosses/glosses0015 | ΓΕΝΝΩ
kep1_signer1_rep4_glosses/glosses0016 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0017 | ΕΣΕΙΣ_ΟΙ_ΔΥΟ
kep1_signer1_rep4_glosses/glosses0018 | ΜΑΖΙ
kep1_signer1_rep4_glosses/glosses0019 | ΕΡΧΟΜΑΙ_ΣΕ_ΜΕΝΑ
kep1_signer1_rep4_glosses/glosses0020 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0021 | ΕΧΩ
kep1_signer1_rep4_glosses/glosses0022 | ΕΥΘΥΝΗ
kep1_signer1_rep4_glosses/glosses0023 | ΥΠΟΓΡΑΦΗ
kep1_signer1_rep4_glosses/glosses0024 | ΑΝΑΘΕΤΩ
kep1_signer1_rep4_glosses/glosses0025 | ΕΣΥ
kep1_signer1_rep4_glosses/glosses0026 | ΑΔΕΙΑ
kep1_signer1_rep4_glosses/glosses0027 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep4_glosses/glosses0028 | ΣΥΝ
kep1_signer1_rep4_glosses/glosses0029 | ΚΤΕΟ
kep1_signer1_rep4_glosses/glosses0030 | ΕΧΩ
kep1_signer1_rep4_glosses/glosses0031 | ΕΣΥ
kep1_signer1_rep4_glosses/glosses0032 | ΝΑΙ
kep1_signer1_rep4_glosses/glosses0033 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0034 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep4_glosses/glosses0035 | ΤΑΥΤΟΤΗΤΑ
kep1_signer1_rep4_glosses/glosses0036 | ΔΙΚΟ_ΣΟΥ
kep1_signer1_rep4_glosses/glosses0037 | ΣΥΝ
kep1_signer1_rep4_glosses/glosses0038 | 1
kep1_signer1_rep4_glosses/glosses0039 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep4_glosses/glosses0040 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0041 | ΤΑΥΤΟΤΗΤΑ
kep1_signer1_rep4_glosses/glosses0042 | ΕΧΩ
kep1_signer1_rep4_glosses/glosses0043 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep4_glosses/glosses0044 | ΔΕΝ_ΕΧΩ
kep1_signer1_rep4_glosses/glosses0045 | ΔΕΝ_ΠΕΙΡΑΖΕΙ
kep1_signer1_rep4_glosses/glosses0046 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0047 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep4_glosses/glosses0048 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep4_glosses/glosses0049 | ΠΟΛΥ
kep1_signer1_rep4_glosses/glosses0050 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep4_glosses/glosses0051 | ΠΟΛΥ
kep1_signer1_rep4_glosses/glosses0052 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0053 | ΘΕΛΩ
kep1_signer1_rep4_glosses/glosses0054 | ΣΥΝ
kep1_signer1_rep4_glosses/glosses0055 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep4_glosses/glosses0056 | ΕΞΟΦΛΗΣΗ
kep1_signer1_rep4_glosses/glosses0057 | ΤΕΛΗ_ΚΥΚΛΟΦΟΡΙΑΣ
kep1_signer1_rep4_glosses/glosses0058 | ΕΦΟΡΙΑ
kep1_signer1_rep4_glosses/glosses0059 | ΕΚΕΙ
kep1_signer1_rep4_glosses/glosses0060 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0061 | ΑΥΡΙΟ
kep1_signer1_rep4_glosses/glosses0062 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep4_glosses/glosses0063 | ΕΓΩ_ΦΕΡΝΩ_ΕΣΕΝΑ
kep1_signer1_rep4_glosses/glosses0064 | ΕΣΥ
kep1_signer1_rep4_glosses/glosses0065 | ΠΡΕΠΕΙ
kep1_signer1_rep4_glosses/glosses0066 | ΠΛΗΡΩΝΩ
kep1_signer1_rep4_glosses/glosses0067 | ΓΙΑ
kep1_signer1_rep4_glosses/glosses0068 | ΟΝΟΜΑ
kep1_signer1_rep4_glosses/glosses0069 | ΜΕΤΑΦΟΡΑ
kep1_signer1_rep4_glosses/glosses0070 | ΕΣΥ
kep1_signer1_rep4_glosses/glosses0071 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep4_glosses/glosses0072 | ΠΟΣΟ;
kep1_signer1_rep4_glosses/glosses0073 | ΚΥΒΙΚΑ
kep1_signer1_rep4_glosses/glosses0074 | 1000
kep1_signer1_rep4_glosses/glosses0075 | 200
kep1_signer1_rep4_glosses/glosses0076 | ΕΣΥ
kep1_signer1_rep4_glosses/glosses0077 | ΠΡΕΠΕΙ
kep1_signer1_rep4_glosses/glosses0078 | ΠΛΗΡΩΝΩ
kep1_signer1_rep4_glosses/glosses0079 | ΠΑΡΑΒΟΛΟ
kep1_signer1_rep4_glosses/glosses0080 | 60
kep1_signer1_rep4_glosses/glosses0081 | ΕΥΡΩ
kep1_signer1_rep4_glosses/glosses0082 | ΠΑΡΑΒΟΛΟ
kep1_signer1_rep4_glosses/glosses0083 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0084 | ΠΛΗΡΩΝΩ
kep1_signer1_rep4_glosses/glosses0085 | ΠΟΥ;
kep1_signer1_rep4_glosses/glosses0086 | ΤΡΑΠΕΖΑ
kep1_signer1_rep4_glosses/glosses0087 | ΕΚΕΙ
kep1_signer1_rep4_glosses/glosses0088 | ΕΝΤΑΞΕΙ
kep1_signer1_rep4_glosses/glosses0089 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0090 | ΑΥΡΙΟ
kep1_signer1_rep4_glosses/glosses0091 | ΠΛΗΡΩΝΩ
kep1_signer1_rep4_glosses/glosses0092 | ΚΑΛΟ
kep1_signer1_rep4_glosses/glosses0093 | ΕΓΩ
kep1_signer1_rep4_glosses/glosses0094 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep4_glosses/glosses0095 | ΤΙΠΟΤΑ
kep1_signer1_rep4_glosses/glosses0096 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep4_glosses/glosses0097 | ΠΟΛΥ
kep1_signer1_rep4_glosses/glosses0098 | ΚΑΛΟ
kep1_signer1_rep4_glosses/glosses0099 | ΣΥΝΕΧΕΙΑ
kep1_signer1_rep5_glosses/glosses0000 | ΓΕΙΑ
kep1_signer1_rep5_glosses/glosses0001 | ΓΕΙΑ
kep1_signer1_rep5_glosses/glosses0002 | ΕΣΥ
kep1_signer1_rep5_glosses/glosses0003 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep5_glosses/glosses0004 | ΒΟΗΘΕΙΑ
kep1_signer1_rep5_glosses/glosses0005 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0006 | ΘΕΛΩ
kep1_signer1_rep5_glosses/glosses0007 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep5_glosses/glosses0008 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0009 | ΟΝΟΜΑ
kep1_signer1_rep5_glosses/glosses0010 | ΜΕΤΑΦΟΡΑ
kep1_signer1_rep5_glosses/glosses0011 | ΠΟΙΟΣ;
kep1_signer1_rep5_glosses/glosses0012 | ΚΑΙΝΟΥΡΙΟ
kep1_signer1_rep5_glosses/glosses0013 | ΙΔΙΟΚΤΗΤΗΣ
kep1_signer1_rep5_glosses/glosses0014 | ΑΝΔΡΑΣ
kep1_signer1_rep5_glosses/glosses0015 | ΓΕΝΝΩ
kep1_signer1_rep5_glosses/glosses0016 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0017 | ΕΣΕΙΣ_ΟΙ_ΔΥΟ
kep1_signer1_rep5_glosses/glosses0018 | ΜΑΖΙ
kep1_signer1_rep5_glosses/glosses0019 | ΕΡΧΟΜΑΙ_ΣΕ_ΜΕΝΑ
kep1_signer1_rep5_glosses/glosses0020 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0021 | ΕΧΩ
kep1_signer1_rep5_glosses/glosses0022 | ΕΥΘΥΝΗ
kep1_signer1_rep5_glosses/glosses0023 | ΥΠΟΓΡΑΦΗ
kep1_signer1_rep5_glosses/glosses0024 | ΑΝΑΘΕΤΩ
kep1_signer1_rep5_glosses/glosses0025 | ΕΣΥ
kep1_signer1_rep5_glosses/glosses0026 | ΑΔΕΙΑ
kep1_signer1_rep5_glosses/glosses0027 | ΑΥΤΟΚΙΝΗΤΟ
kep1_signer1_rep5_glosses/glosses0028 | ΣΥΝ
kep1_signer1_rep5_glosses/glosses0029 | ΚΤΕΟ
kep1_signer1_rep5_glosses/glosses0030 | ΕΧΩ
kep1_signer1_rep5_glosses/glosses0031 | ΕΣΥ
kep1_signer1_rep5_glosses/glosses0032 | ΝΑΙ
kep1_signer1_rep5_glosses/glosses0033 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0034 | ΧΡΕΙΑΖΟΜΑΙ
kep1_signer1_rep5_glosses/glosses0035 | ΤΑΥΤΟΤΗΤΑ
kep1_signer1_rep5_glosses/glosses0036 | ΔΙΚΟ_ΣΟΥ
kep1_signer1_rep5_glosses/glosses0037 | ΣΥΝ
kep1_signer1_rep5_glosses/glosses0038 | 1
kep1_signer1_rep5_glosses/glosses0039 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep5_glosses/glosses0040 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0041 | ΤΑΥΤΟΤΗΤΑ
kep1_signer1_rep5_glosses/glosses0042 | ΕΧΩ
kep1_signer1_rep5_glosses/glosses0043 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep5_glosses/glosses0044 | ΔΕΝ_ΕΧΩ
kep1_signer1_rep5_glosses/glosses0045 | ΔΕΝ_ΠΕΙΡΑΖΕΙ
kep1_signer1_rep5_glosses/glosses0046 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0047 | ΦΩΤΟΤΥΠΙΑ
kep1_signer1_rep5_glosses/glosses0048 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep5_glosses/glosses0049 | ΠΟΛΥ
kep1_signer1_rep5_glosses/glosses0050 | ΕΥΧΑΡΙΣΤΩ
kep1_signer1_rep5_glosses/glosses0051 | ΠΟΛΥ
kep1_signer1_rep5_glosses/glosses0052 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0053 | ΘΕΛΩ
kep1_signer1_rep5_glosses/glosses0054 | ΣΥΝ
kep1_signer1_rep5_glosses/glosses0055 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep5_glosses/glosses0056 | ΕΞΟΦΛΗΣΗ
kep1_signer1_rep5_glosses/glosses0057 | ΤΕΛΗ_ΚΥΚΛΟΦΟΡΙΑΣ
kep1_signer1_rep5_glosses/glosses0058 | ΕΦΟΡΙΑ
kep1_signer1_rep5_glosses/glosses0059 | ΕΚΕΙ
kep1_signer1_rep5_glosses/glosses0060 | ΕΓΩ
kep1_signer1_rep5_glosses/glosses0061 | ΑΥΡΙΟ
kep1_signer1_rep5_glosses/glosses0062 | ΒΕΒΑΙΩΣΗ
kep1_signer1_rep5_glosses/glosses0063 | ΕΓΩ_ΦΕΡΝΩ_ΕΣΕΝΑ
kep1_signer1_rep5_glosses/glosses0064 | ΕΣΥ
kep1_signer1_rep5_glosses/glosses0065 | ΠΡΕΠΕΙ
kep1_signer1_rep5_glosses/glosses0066 | ΠΛΗΡΩΝΩ
kep1_signer1_rep5_glosses/glosses0067 | ΓΙΑ
